epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.0868320610687023,4.342169905436858,0.21660305343511452,0.31015625,3.6890066385269167,0.53828125
1,0.29174618320610685,3.2309975469385392,0.5450858778625954,0.45234375,2.0969608813524245,0.7625
2,0.4482347328244275,2.220834810770195,0.7393845419847328,0.57578125,1.6016339033842086,0.846875
3,0.5379293893129771,1.779661032307239,0.8156011450381679,0.6328125,1.3754220992326736,0.8703125
4,0.6012643129770993,1.4942372548216172,0.8642652671755725,0.63671875,1.3727425754070282,0.86953125
5,0.648020038167939,1.283572843511596,0.892175572519084,0.63984375,1.2831592410802841,0.8875
6,0.6719942748091603,1.1754736499931977,0.9069656488549618,0.68515625,1.1940618604421616,0.89296875
7,0.7124284351145038,1.0298590373446923,0.9265267175572519,0.67109375,1.2143904358148574,0.9046875
8,0.731631679389313,0.9549913714632733,0.9398854961832062,0.66484375,1.2647374168038368,0.88671875
9,0.7526240458015268,0.8764307972129065,0.9447757633587787,0.6984375,1.153288872539997,0.9171875
10,0.7616889312977099,0.8138114588178751,0.9545562977099237,0.6765625,1.2587697416543961,0.896875
11,0.7814885496183206,0.7531023628384103,0.9592080152671756,0.709375,1.200326108932495,0.91015625
12,0.7978291984732825,0.6957125680250976,0.9637404580152672,0.7015625,1.181894101202488,0.9015625
13,0.8091603053435115,0.6364642610872975,0.9710162213740458,0.67265625,1.32987422645092,0.9
14,0.8244274809160306,0.5896506840149864,0.9724475190839694,0.71484375,1.1541421234607696,0.92265625
