epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.010376908396946565,4.609675210850839,0.05558206106870229,0.0125,4.6020725011825565,0.071875
1,0.015505725190839694,4.590988950874969,0.06989503816793893,0.021875,4.586647248268127,0.0609375
2,0.021111641221374045,4.565228180120919,0.08432729007633588,0.02109375,4.546974730491638,0.0859375
3,0.029103053435114504,4.501526208324287,0.11653148854961833,0.0234375,4.4888256907463076,0.1203125
4,0.03637881679389313,4.44909917307264,0.14014790076335878,0.0296875,4.403547906875611,0.15078125
5,0.04103053435114504,4.381687804942823,0.16233301526717558,0.05,4.324800956249237,0.18984375
6,0.04878339694656489,4.325757174091485,0.1760496183206107,0.0328125,4.307111394405365,0.1703125
7,0.05534351145038168,4.27371583367122,0.1987118320610687,0.0453125,4.272526562213898,0.20859375
8,0.06393129770992366,4.234555410974808,0.21791507633587787,0.071875,4.201790446043015,0.22578125
9,0.07657442748091603,4.189437827991165,0.24129293893129772,0.05625,4.24441164135933,0.19296875
10,0.07192270992366412,4.146266516838365,0.23986164122137404,0.0671875,4.209094750881195,0.20859375
11,0.07669370229007634,4.1232047071893705,0.245706106870229,0.0859375,4.114721304178238,0.2515625
12,0.08862118320610687,4.064478744077318,0.26645992366412213,0.0765625,4.152368915081024,0.22890625
13,0.09792461832061068,4.04785591500406,0.2744513358778626,0.0984375,4.103319960832596,0.2390625
14,0.09577767175572519,4.0108338321438275,0.28172709923664124,0.06875,4.15004950761795,0.23046875
15,0.11009064885496184,3.957058001110572,0.30033396946564883,0.09609375,4.0046807587146755,0.26171875
16,0.10615458015267176,3.9341350138642404,0.3051049618320611,0.09453125,4.038734519481659,0.2828125
17,0.11474236641221373,3.9062387979667603,0.3147662213740458,0.0859375,4.047666543722153,0.2703125
18,0.11772423664122138,3.8746555024430953,0.32251908396946566,0.09921875,4.029066330194473,0.26328125
19,0.12297232824427481,3.833635225550819,0.3370706106870229,0.07421875,4.03347418308258,0.271875
20,0.13096374045801526,3.8070036400365463,0.3473282442748092,0.10234375,3.972490394115448,0.3125
21,0.1359732824427481,3.7733205320270917,0.35985209923664124,0.06640625,4.115131121873856,0.24140625
22,0.13525763358778625,3.7440461329831423,0.3592557251908397,0.1,4.000602996349334,0.25859375
23,0.14599236641221375,3.722077387889833,0.3689169847328244,0.0859375,3.972797453403473,0.27734375
24,0.15016698473282442,3.6848180539735402,0.38287213740458015,0.1046875,3.9481070399284364,0.30390625
25,0.15577290076335878,3.659645308975045,0.3862118320610687,0.0953125,3.9804363429546354,0.27109375
26,0.15326812977099236,3.634891520019706,0.3965887404580153,0.08984375,3.981448709964752,0.290625
27,0.16137881679389313,3.589593022834254,0.4149570610687023,0.09765625,3.940733623504639,0.30546875
28,0.16853530534351144,3.584696192777794,0.40088263358778625,0.11953125,3.905424493551254,0.3046875
29,0.17998568702290077,3.5130642870910296,0.43678435114503816,0.1,3.9835507392883303,0.27578125
30,0.17950858778625955,3.5177288847115205,0.428912213740458,0.109375,3.912224751710892,0.30078125
31,0.18690362595419846,3.488976726095185,0.44095896946564883,0.1109375,3.8802049338817595,0.31015625
32,0.19274809160305342,3.449293370465286,0.4509780534351145,0.1140625,3.8312289834022524,0.3265625
33,0.19501431297709923,3.4373627373280415,0.45133587786259544,0.1234375,3.87849645614624,0.31796875
34,0.20813454198473283,3.401068024962913,0.4637404580152672,0.11328125,3.879049450159073,0.31953125
35,0.20586832061068702,3.3854943413770835,0.46934637404580154,0.10859375,3.921292394399643,0.3203125
36,0.21242843511450382,3.3398223660374415,0.48151240458015265,0.1203125,3.8480819344520567,0.31953125
37,0.21493320610687022,3.3170693712380097,0.48986164122137404,0.128125,3.8688112020492555,0.33828125
